DocID,IDFNorm
0|104.97986344706543
1|426.4020077524959
2|1972.0792071211038
3|195.30281032286243
4|208.15033874085822
5|150.3763299104564
6|190.2704172861069
7|173.72383664989422
8|168.49708778357117
9|224.11708853128903
10|175.78052757893704
11|170.57669832412373
12|184.03132428727986
13|185.0885967254133
14|197.14074555063033
15|185.5146967152865
16|196.56331538870654
17|143.89247158357847
18|93.65032839595341
19|434.94772041084946
20|151.8876522302176
21|76.37982115305637
22|98.52223113001094
23|223.42699711362386
24|263.9169273655236
25|147.4160868415336
26|140.89144877808602
27|85.35298988496031
28|384.2636017460174
29|407.98790030648604
30|553.6925138398922
31|537.4967020657566
32|506.5228640147465
33|772.1868905629556
34|580.4700384725606
35|1832.1572379995762
36|122.47608414879443
37|90.96935058027958
38|116.3367289634479
39|469.72977533304714
40|145.883955182248
41|640.8865549511834
42|506.9970314897927
43|1549.4709414884753
44|472.25320607847704
45|417.8008713768264
46|78.31484252165279
47|55.769553947215456
48|306.85792831913
49|241.54366530761214
50|141.3981132178651
51|143.59275616126934
52|1504.8895904411036
53|653.3239206413193
54|2233.0066727760527
55|463.87957380377645
56|80.5633078762769
57|212.81150792138874
58|576.6381617360735
59|809.7460009878116
60|2135.780203114185
61|210.35673260746455
62|533.6845565612585
63|208.40908991918624
64|555.3693083667883
65|266.0259773991362
66|876.4933822349267
67|326.2434008664528
68|326.50416567651155
69|544.3655214230531
70|989.3885052864908
71|1241.7564000792565
72|272.78772101044694
73|222.32478968357734
74|898.2768087052232
75|664.9066699716515
76|215.46173168647
77|181.54969586868194
78|177.7173498750178
79|394.12247173111024
80|186.008027863909
81|103.38854911496699
82|114.04476056383069
83|393.2395688136196
84|395.45223961893583
85|203.14760320601638
86|417.3303937239528
87|62.68459636355778
88|273.05880206668246
89|177.38757587476357
90|226.67956253080982
91|489.2057186365816
92|217.73948831992647
93|138.8942754805287
94|597.1325417209481
95|1937.0448265090217
96|196.84018033363662
97|1689.3810620283941
98|72.89594593013689
99|1397.4561801122175
100|2195.522257725955
101|2804.432195021512
102|1401.5938019030684
103|540.054062027741
104|891.8428008507522
105|1137.8121081138875
106|1185.7310923322568
107|2927.402342185284
108|396.17631423161754
109|3994.26256230577
110|6850.80017498004
111|10452.121528201607
112|840.2788616988365
113|1953.4110222020358
114|1037.8739521027644
115|1038.597352962554
116|2452.0886208876286
117|85.22079861669327
